study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB6518	SAMEA2592765	ERX497040	ERR531837	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531837/ERR531837.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531837/seqs_Stool235.1260156.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531837
PRJEB6518	SAMEA2592766	ERX497041	ERR531838	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531838/ERR531838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531838/seqs_Stool403.1260257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531838
PRJEB6518	SAMEA2592767	ERX497042	ERR531839	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531839/ERR531839.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531839/seqs_Stool537.1260223.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531839
PRJEB6518	SAMEA2592768	ERX497043	ERR531840	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531840/ERR531840.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531840/seqs_Stool120.1259849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531840
PRJEB6518	SAMEA2592769	ERX497044	ERR531841	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531841/ERR531841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531841/seqs_Saliva197.1259984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531841
PRJEB6518	SAMEA2592770	ERX497045	ERR531842	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531842/ERR531842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531842/seqs_Stool544.1259616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531842
PRJEB6518	SAMEA2592771	ERX497046	ERR531843	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531843/ERR531843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531843/seqs_Saliva174.1260001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531843
PRJEB6518	SAMEA2592772	ERX497047	ERR531844	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531844/ERR531844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531844/seqs_Saliva80.1260320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531844
PRJEB6518	SAMEA2592773	ERX497048	ERR531845	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531845/ERR531845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531845/seqs_Stool159.1260022.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531845
PRJEB6518	SAMEA2592774	ERX497049	ERR531846	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531846/ERR531846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531846/seqs_Stool188.1260218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531846
PRJEB6518	SAMEA2592775	ERX497050	ERR531847	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531847/ERR531847.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531847/seqs_Stool303.1259879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531847
PRJEB6518	SAMEA2592776	ERX497051	ERR531848	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531848/ERR531848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531848/seqs_Saliva187.1260365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531848
PRJEB6518	SAMEA2592777	ERX497052	ERR531849	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531849/ERR531849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531849/seqs_Stool233.1259935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531849
PRJEB6518	SAMEA2592778	ERX497053	ERR531850	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531850/ERR531850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531850/seqs_Stool487.1260387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531850
PRJEB6518	SAMEA2592779	ERX497054	ERR531851	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531851/ERR531851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531851/seqs_Saliva278.1260366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531851
PRJEB6518	SAMEA2592780	ERX497055	ERR531852	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531852/ERR531852.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531852/seqs_Stool454.1260333.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531852
PRJEB6518	SAMEA2592781	ERX497056	ERR531853	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531853/ERR531853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531853/seqs_Stool59.1260325.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531853
PRJEB6518	SAMEA2592782	ERX497057	ERR531854	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531854/ERR531854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531854/seqs_Stool365.1259702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531854
PRJEB6518	SAMEA2592783	ERX497058	ERR531855	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531855/ERR531855.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531855/seqs_Stool46.1259671.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531855
PRJEB6518	SAMEA2592784	ERX497059	ERR531856	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531856/ERR531856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531856/seqs_Saliva179.1260184.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531856
PRJEB6518	SAMEA2592785	ERX497060	ERR531857	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531857/ERR531857.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531857/seqs_Stool474.1259767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531857
PRJEB6518	SAMEA2592786	ERX497061	ERR531858	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531858/ERR531858.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531858/seqs_Stool387.1259783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531858
PRJEB6518	SAMEA2592787	ERX497062	ERR531859	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531859/ERR531859.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531859/seqs_Stool26.1259674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531859
PRJEB6518	SAMEA2592788	ERX497063	ERR531860	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531860/ERR531860.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531860/seqs_Stool419.1259834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531860
PRJEB6518	SAMEA2592789	ERX497064	ERR531861	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531861/ERR531861.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531861/seqs_Saliva268.1260095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531861
PRJEB6518	SAMEA2592790	ERX497065	ERR531862	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531862/ERR531862.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531862/seqs_Saliva54.1259627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531862
PRJEB6518	SAMEA2592791	ERX497066	ERR531863	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531863/ERR531863.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531863/seqs_Stool455.1260157.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531863
PRJEB6518	SAMEA2592792	ERX497067	ERR531864	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531864/ERR531864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531864/seqs_Stool445.1260010.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531864
PRJEB6518	SAMEA2592793	ERX497068	ERR531865	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531865/ERR531865.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531865/seqs_Saliva226.1260250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531865
PRJEB6518	SAMEA2592794	ERX497069	ERR531866	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531866/ERR531866.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531866/seqs_Stool58.1260099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531866
PRJEB6518	SAMEA2592795	ERX497070	ERR531867	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531867/ERR531867.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531867/seqs_Stool36.1259652.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531867
PRJEB6518	SAMEA2592796	ERX497071	ERR531868	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531868/ERR531868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531868/seqs_Stool148.1260371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531868
PRJEB6518	SAMEA2592797	ERX497072	ERR531869	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531869/ERR531869.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531869/seqs_Stool210.1259864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531869
PRJEB6518	SAMEA2592798	ERX497073	ERR531870	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531870/ERR531870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531870/seqs_Stool452.1259809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531870
PRJEB6518	SAMEA2592799	ERX497074	ERR531871	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531871/ERR531871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531871/seqs_Saliva69.1260318.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531871
PRJEB6518	SAMEA2592800	ERX497075	ERR531872	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531872/ERR531872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531872/seqs_Stool494.1259795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531872
PRJEB6518	SAMEA2592801	ERX497076	ERR531873	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531873/ERR531873.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531873/seqs_Stool44.1259939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531873
PRJEB6518	SAMEA2592802	ERX497077	ERR531874	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531874/ERR531874.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531874/seqs_Stool425.1260358.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531874
PRJEB6518	SAMEA2592803	ERX497078	ERR531875	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531875/ERR531875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531875/seqs_Saliva212.1260388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531875
PRJEB6518	SAMEA2592804	ERX497079	ERR531876	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531876/ERR531876.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531876/seqs_Stool182.1259971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531876
PRJEB6518	SAMEA2592805	ERX497080	ERR531877	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531877/ERR531877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531877/seqs_Stool529.1259823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531877
PRJEB6518	SAMEA2592806	ERX497081	ERR531878	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531878/ERR531878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531878/seqs_Stool199.1259703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531878
PRJEB6518	SAMEA2592807	ERX497082	ERR531879	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531879/ERR531879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531879/seqs_Stool481.1260404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531879
PRJEB6518	SAMEA2592808	ERX497083	ERR531880	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531880/ERR531880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531880/seqs_Stool515.1259860.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531880
PRJEB6518	SAMEA2592809	ERX497084	ERR531881	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531881/ERR531881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531881/seqs_Stool29.1260360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531881
PRJEB6518	SAMEA2592810	ERX497085	ERR531882	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531882/ERR531882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531882/seqs_Stool404.1260367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531882
PRJEB6518	SAMEA2592811	ERX497086	ERR531883	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531883/ERR531883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531883/seqs_Stool305.1259972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531883
PRJEB6518	SAMEA2592812	ERX497087	ERR531884	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531884/ERR531884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531884/seqs_Saliva225.1259726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531884
PRJEB6518	SAMEA2592813	ERX497088	ERR531885	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531885/ERR531885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531885/seqs_Stool57.1259904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531885
PRJEB6518	SAMEA2592814	ERX497089	ERR531886	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531886/ERR531886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531886/seqs_Stool212.1260126.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531886
PRJEB6518	SAMEA2592815	ERX497090	ERR531887	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531887/ERR531887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531887/seqs_Stool8.1259919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531887
PRJEB6518	SAMEA2592816	ERX497091	ERR531888	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531888/ERR531888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531888/seqs_Saliva65.1260069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531888
PRJEB6518	SAMEA2592817	ERX497092	ERR531889	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531889/ERR531889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531889/seqs_Stool389.1260091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531889
PRJEB6518	SAMEA2592818	ERX497093	ERR531890	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531890/ERR531890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531890/seqs_Stool27.1259668.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531890
PRJEB6518	SAMEA2592819	ERX497094	ERR531891	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531891/ERR531891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531891/seqs_Stool370.1259899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531891
PRJEB6518	SAMEA2592820	ERX497095	ERR531892	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531892/ERR531892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531892/seqs_Saliva169.1259672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531892
PRJEB6518	SAMEA2592821	ERX497096	ERR531893	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531893/ERR531893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531893/seqs_Stool198.1260027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531893
PRJEB6518	SAMEA2592822	ERX497097	ERR531894	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531894/ERR531894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531894/seqs_Saliva154.1260012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531894
PRJEB6518	SAMEA2592823	ERX497098	ERR531895	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531895/ERR531895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531895/seqs_Stool64.1259642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531895
PRJEB6518	SAMEA2592824	ERX497099	ERR531896	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531896/ERR531896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531896/seqs_Saliva101.1259955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531896
PRJEB6518	SAMEA2592825	ERX497100	ERR531897	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531897/ERR531897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531897/seqs_Saliva88.1260291.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531897
PRJEB6518	SAMEA2592826	ERX497101	ERR531898	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531898/ERR531898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531898/seqs_Saliva103.1260042.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531898
PRJEB6518	SAMEA2592827	ERX497102	ERR531899	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531899/ERR531899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531899/seqs_Stool477.1259632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531899
PRJEB6518	SAMEA2592828	ERX497103	ERR531900	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531900/ERR531900.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531900/seqs_Saliva188.1259741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531900
PRJEB6518	SAMEA2592829	ERX497104	ERR531901	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531901/ERR531901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531901/seqs_Stool265.1260040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531901
PRJEB6518	SAMEA2592830	ERX497105	ERR531902	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531902/ERR531902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531902/seqs_Saliva246.1259923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531902
PRJEB6518	SAMEA2592831	ERX497106	ERR531903	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531903/ERR531903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531903/seqs_Stool398.1259655.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531903
PRJEB6518	SAMEA2592832	ERX497107	ERR531904	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531904/ERR531904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531904/seqs_Stool408.1260138.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531904
PRJEB6518	SAMEA2592833	ERX497108	ERR531905	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531905/ERR531905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531905/seqs_Saliva272.1259649.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531905
PRJEB6518	SAMEA2592834	ERX497109	ERR531906	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531906/ERR531906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531906/seqs_Stool53.1259839.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531906
PRJEB6518	SAMEA2592835	ERX497110	ERR531907	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531907/ERR531907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531907/seqs_Saliva214.1259757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531907
PRJEB6518	SAMEA2592836	ERX497111	ERR531908	447426	human oral metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531908/ERR531908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531908/seqs_Saliva185.1260000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531908
PRJEB6518	SAMEA2592837	ERX497112	ERR531909	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531909/ERR531909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531909/seqs_Stool216.1259664.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531909
PRJEB6518	SAMEA2592838	ERX497113	ERR531910	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531910/ERR531910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531910/seqs_Stool114.1259799.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531910
PRJEB6518	SAMEA2592839	ERX497114	ERR531911	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531911/ERR531911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531911/seqs_Stool473.1260149.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531911
PRJEB6518	SAMEA2592840	ERX497115	ERR531912	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531912/ERR531912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531912/seqs_Stool245.1259790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531912
PRJEB6518	SAMEA2592841	ERX497116	ERR531913	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531913/ERR531913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531913/seqs_Stool298.1260003.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531913
PRJEB6518	SAMEA2592842	ERX497117	ERR531914	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR531/ERR531914/ERR531914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR531/ERR531914/seqs_Stool106.1259991.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR531/ERR531914
