Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,isol_growth_condt,strain,num_replicons,ref_biomaterial,host_subject_id,source_material_ID,Cultivar,Ecotype,isolate
SRR9219907,WGS,276,PRJNA544527,SAMN11848918,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990548,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0062_b9,PAIRED,RANDOM,GENOMIC,288,113,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895718,av_0103_0062_b9,SRP200548,missing,BIOML-A321,missing,missing,,,,,
SRR9219908,WGS,276,PRJNA544527,SAMN11848492,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990547,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_c9,PAIRED,RANDOM,GENOMIC,890,377,Enterococcus faecalis,ILLUMINA,2019-07-31T00:00:00Z,SRS4895717,av_0103_0069_c9,SRP200548,missing,BIOML-A5,missing,missing,,,,,
SRR9219909,WGS,277,PRJNA544527,SAMN11848112,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990546,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0051_b2,PAIRED,RANDOM,GENOMIC,336,129,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895716,am_0171_0051_b2,SRP200548,missing,BIOML-A15,missing,missing,,,,,
SRR9219910,WGS,280,PRJNA544527,SAMN11848917,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990545,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0059_h6,PAIRED,RANDOM,GENOMIC,897,351,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895715,av_0103_0059_h6,SRP200548,missing,BIOML-A320,missing,missing,,,,,
SRR9219911,WGS,273,PRJNA544527,SAMN11848489,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990544,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0014_d3-BIS,PAIRED,RANDOM,GENOMIC,884,365,Enterococcus faecalis,ILLUMINA,2019-07-31T00:00:00Z,SRS4895714,av_0103_0014_d3-BIS,SRP200548,missing,BIOML-A2,missing,missing,,,,,
SRR9219912,WGS,277,PRJNA544527,SAMN11848111,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990543,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0051_b1,PAIRED,RANDOM,GENOMIC,583,221,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895713,am_0171_0051_b1,SRP200548,missing,BIOML-A14,missing,missing,,,,,
SRR9219913,WGS,269,PRJNA544527,SAMN11848920,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990542,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0069_b8,PAIRED,RANDOM,GENOMIC,589,256,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895712,av_0103_0069_b8,SRP200548,missing,BIOML-A323,missing,missing,,,,,
SRR9219914,WGS,270,PRJNA544527,SAMN11848490,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990541,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0014_e2,PAIRED,RANDOM,GENOMIC,900,366,Enterococcus faecalis,ILLUMINA,2019-07-31T00:00:00Z,SRS4895711,av_0103_0014_e2,SRP200548,missing,BIOML-A3,missing,missing,,,,,
SRR9219915,WGS,281,PRJNA544527,SAMN11848110,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990540,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0051_a7,PAIRED,RANDOM,GENOMIC,571,223,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895710,am_0171_0051_a7,SRP200548,missing,BIOML-A13,missing,missing,,,,,
SRR9219916,WGS,275,PRJNA544527,SAMN11848919,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990539,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0062_f9,PAIRED,RANDOM,GENOMIC,183,79,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895709,av_0103_0062_f9,SRP200548,missing,BIOML-A322,missing,missing,,,,,
SRR9219917,WGS,266,PRJNA544527,SAMN11848109,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990538,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0051_a6,PAIRED,RANDOM,GENOMIC,473,194,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895708,am_0171_0051_a6,SRP200548,missing,BIOML-A12,missing,missing,,,,,
SRR9219918,WGS,257,PRJNA544527,SAMN11848922,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990537,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0073_b12,PAIRED,RANDOM,GENOMIC,494,224,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895706,av_0103_0073_b12,SRP200548,missing,BIOML-A325,missing,missing,,,,,
SRR9219919,WGS,251,PRJNA544527,SAMN11848927,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990536,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0073_g11,PAIRED,RANDOM,GENOMIC,145,67,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895707,av_0103_0073_g11,SRP200548,missing,BIOML-A330,missing,missing,,,,,
SRR9219920,WGS,269,PRJNA544527,SAMN11848108,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990535,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0051_a5,PAIRED,RANDOM,GENOMIC,525,215,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895705,am_0171_0051_a5,SRP200548,missing,BIOML-A11,missing,missing,,,,,
SRR9219921,WGS,251,PRJNA544527,SAMN11848520,"MIGS/MIMS/MIMARKS.human-gut,MIGS.ba",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,15-Jan-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990534,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_e4,PAIRED,RANDOM,GENOMIC,1750,648,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895704,an_0080_0048_e4,SRP200548,missing,BIOML-A23,missing,missing,,,,,
SRR9219922,WGS,261,PRJNA544527,SAMN11848318,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990533,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_f1,PAIRED,RANDOM,GENOMIC,496,194,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895703,af_0058_0067_f1,SRP200548,missing,BIOML-A17,missing,missing,,,,,
SRR9219923,WGS,270,PRJNA544527,SAMN11848317,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990532,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_e6,PAIRED,RANDOM,GENOMIC,972,398,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895702,af_0058_0067_e6,SRP200548,missing,BIOML-A16,missing,missing,,,,,
SRR9219924,WGS,271,PRJNA544527,SAMN11848316,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990531,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_e5,PAIRED,RANDOM,GENOMIC,2615,1060,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895701,af_0058_0067_e5,SRP200548,missing,BIOML-A15,missing,missing,,,,,
SRR9219925,WGS,266,PRJNA544527,SAMN11848315,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990530,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_e3,PAIRED,RANDOM,GENOMIC,2206,882,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895700,af_0058_0067_e3,SRP200548,missing,BIOML-A14,missing,missing,,,,,
SRR9219926,WGS,282,PRJNA544527,SAMN11848322,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990529,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,av_0103_0046_a7,PAIRED,RANDOM,GENOMIC,254,98,Catenibacterium sp. BIOML-A1,ILLUMINA,2019-07-31T00:00:00Z,SRS4895699,av_0103_0046_a7,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9219927,WGS,264,PRJNA544527,SAMN11848321,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,19-Feb-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990528,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,cx_0004_0068_f10,PAIRED,RANDOM,GENOMIC,484,207,Butyricicoccus sp. BIOML-A1,ILLUMINA,2019-07-31T00:00:00Z,SRS4895698,cx_0004_0068_f10,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9219928,WGS,280,PRJNA544527,SAMN11848320,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990527,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_h3,PAIRED,RANDOM,GENOMIC,230,95,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895697,af_0058_0067_h3,SRP200548,missing,BIOML-A19,missing,missing,,,,,
SRR9219929,WGS,273,PRJNA544527,SAMN11848319,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,01-Apr-2015,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990526,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_f2,PAIRED,RANDOM,GENOMIC,698,278,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,SRS4895696,af_0058_0067_f2,SRP200548,missing,BIOML-A18,missing,missing,,,,,
SRR9219930,WGS,280,PRJNA544527,SAMN11848106,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990525,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0089_g3-BIS,PAIRED,RANDOM,GENOMIC,543,226,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895695,aa_0143_0089_g3-BIS,SRP200548,missing,BIOML-A9,missing,missing,,,,,
SRR9219932,WGS,266,PRJNA544527,SAMN11848323,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990523,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0055_f3-BIS,PAIRED,RANDOM,GENOMIC,69,27,Citrobacter amalonaticus,ILLUMINA,2019-07-31T00:00:00Z,SRS4895693,aa_0143_0055_f3-BIS,SRP200548,missing,BIOML-A1,missing,missing,,,,,
SRR9219933,WGS,282,PRJNA544527,SAMN11848105,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,04-Jul-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990522,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,aa_0143_0081_h1,PAIRED,RANDOM,GENOMIC,1002,397,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,SRS4895692,aa_0143_0081_h1,SRP200548,missing,BIOML-A8,missing,missing,,,,,
SRR9219934,WGS,266,PRJNA544527,SAMN11849037,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,19-Feb-2016,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990521,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,cx_0004_0072_c10,PAIRED,RANDOM,GENOMIC,695,304,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895691,cx_0004_0072_c10,SRP200548,missing,BIOML-A440,missing,missing,,,,,
SRR9219935,WGS,274,PRJNA544527,SAMN11848957,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990520,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_c2,PAIRED,RANDOM,GENOMIC,340,142,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895690,bf_0095_0070_c2,SRP200548,missing,BIOML-A360,missing,missing,,,,,
SRR9219936,WGS,274,PRJNA544527,SAMN11848958,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990519,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_c3,PAIRED,RANDOM,GENOMIC,322,134,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895689,bf_0095_0070_c3,SRP200548,missing,BIOML-A361,missing,missing,,,,,
SRR9219937,WGS,282,PRJNA544527,SAMN11848955,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990518,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_h9,PAIRED,RANDOM,GENOMIC,396,159,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895688,bf_0095_0059_h9,SRP200548,missing,BIOML-A358,missing,missing,,,,,
SRR9219938,WGS,271,PRJNA544527,SAMN11848956,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990517,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_b1,PAIRED,RANDOM,GENOMIC,309,131,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895687,bf_0095_0070_b1,SRP200548,missing,BIOML-A359,missing,missing,,,,,
SRR9219940,WGS,276,PRJNA544527,SAMN11848962,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990515,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_g5,PAIRED,RANDOM,GENOMIC,306,130,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895684,bf_0095_0070_g5,SRP200548,missing,BIOML-A365,missing,missing,,,,,
SRR9219941,WGS,272,PRJNA544527,SAMN11848959,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990514,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_c6,PAIRED,RANDOM,GENOMIC,878,364,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895685,bf_0095_0070_c6,SRP200548,missing,BIOML-A362,missing,missing,,,,,
SRR9219942,WGS,277,PRJNA544527,SAMN11848960,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990513,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0070_d1,PAIRED,RANDOM,GENOMIC,443,184,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895683,bf_0095_0070_d1,SRP200548,missing,BIOML-A363,missing,missing,,,,,
SRR9219943,WGS,247,PRJNA544527,SAMN11848963,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990512,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0019_b3,PAIRED,RANDOM,GENOMIC,434,186,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895682,bj_0095_0019_b3,SRP200548,missing,BIOML-A366,missing,missing,,,,,
SRR9219944,WGS,263,PRJNA544527,SAMN11848964,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,11-Jan-2016,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990511,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bj_0095_0060_a4,PAIRED,RANDOM,GENOMIC,292,125,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895681,bj_0095_0060_a4,SRP200548,missing,BIOML-A367,missing,missing,,,,,
SRR9219945,WGS,271,PRJNA544527,SAMN11848944,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,09-Dec-2015,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990510,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_d8,PAIRED,RANDOM,GENOMIC,469,185,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895680,bf_0095_0059_d8,SRP200548,missing,BIOML-A347,missing,missing,,,,,
SRR9219946,WGS,266,PRJNA544527,SAMN11849038,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,19-Feb-2016,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990509,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,cx_0004_0072_c8,PAIRED,RANDOM,GENOMIC,1440,626,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,SRS4895679,cx_0004_0072_c8,SRP200548,missing,BIOML-A441,missing,missing,,,,,
